,num_points,final_2D--non_robust),final_2D_robust--no_static_filters),final_2D_robust--with_static_filters),triangle--incremental,triangle--dnc,qhull
0,10.0,0.0001862049102783203,0.00020837783813476562,0.0001316070556640625,8.726119995117188e-05,3.981590270996094e-05,0.0002014636993408203
1,20.0,0.00010561943054199219,0.00023055076599121094,0.00013780593872070312,5.626678466796875e-05,4.458427429199219e-05,0.00014352798461914062
2,50.0,0.00012803077697753906,0.0003478527069091797,0.00023031234741210938,7.867813110351562e-05,6.270408630371094e-05,0.00022602081298828125
3,100.0,0.00016808509826660156,0.0005738735198974609,0.0003936290740966797,0.00011491775512695312,9.846687316894531e-05,0.0003604888916015625
4,200.0,0.0002448558807373047,0.0010449886322021484,0.0007054805755615234,0.00018858909606933594,0.00016736984252929688,0.0006473064422607422
5,500.0,0.00047135353088378906,0.002423524856567383,0.0018503665924072266,0.0005266666412353516,0.0004220008850097656,0.0017209053039550781
6,1000.0,0.0009069442749023438,0.0048542022705078125,0.0032501220703125,0.0009319782257080078,0.0007245540618896484,0.0038938522338867188
7,2000.0,0.001813650131225586,0.009788990020751953,0.0065462589263916016,0.002065420150756836,0.001413106918334961,0.006554841995239258
8,5000.0,0.00433802604675293,0.02385091781616211,0.016957759857177734,0.006258487701416016,0.003569364547729492,0.019330263137817383
9,10000.0,0.007679939270019531,0.04771113395690918,0.03345823287963867,0.015163421630859375,0.007259845733642578,0.03586626052856445
10,20000.0,0.015810012817382812,0.09571075439453125,0.0656430721282959,0.04033207893371582,0.015032529830932617,0.0870518684387207
11,50000.0,0.04630565643310547,0.23952841758728027,0.1639728546142578,0.12619876861572266,0.042183876037597656,0.27127909660339355
12,100000.0,0.09512996673583984,0.48160672187805176,0.32936549186706543,0.4501984119415283,0.09174871444702148,0.6371636390686035
13,200000.0,0.1770646572113037,0.9569690227508545,0.6669025421142578,1.859454870223999,0.19739556312561035,1.351858377456665
14,500000.0,0.45183682441711426,2.5163731575012207,1.8144969940185547,8.709378004074097,0.5522904396057129,4.1734538078308105
15,1000000.0,0.8996756076812744,4.854104280471802,3.393308162689209,24.15146541595459,1.2598984241485596,9.176560640335083
