,num_points,final_2D--non_robust),final_2D_robust--no_static_filters),final_2D_robust--with_static_filters),triangle--incremental,triangle--dnc,qhull
0,10.0,0.0001690387725830078,9.012222290039062e-05,7.915496826171875e-05,9.083747863769531e-05,3.981590270996094e-05,0.00022101402282714844
1,20.0,0.00010347366333007812,9.250640869140625e-05,8.535385131835938e-05,5.936622619628906e-05,4.601478576660156e-05,0.00014495849609375
2,50.0,0.0001232624053955078,0.00012445449829101562,0.00011301040649414062,7.963180541992188e-05,6.341934204101562e-05,0.00022649765014648438
3,100.0,0.00015974044799804688,0.00017261505126953125,0.00016188621520996094,0.00011610984802246094,9.894371032714844e-05,0.000354766845703125
4,200.0,0.0002396106719970703,0.00026726722717285156,0.000240325927734375,0.0001900196075439453,0.00016832351684570312,0.0006384849548339844
5,500.0,0.00046563148498535156,0.0005586147308349609,0.00047707557678222656,0.0004482269287109375,0.0003726482391357422,0.001542806625366211
6,1000.0,0.0008492469787597656,0.00102996826171875,0.0011034011840820312,0.0010769367218017578,0.0007748603820800781,0.003465890884399414
7,2000.0,0.0016410350799560547,0.001973867416381836,0.0017023086547851562,0.0020456314086914062,0.0016012191772460938,0.009941577911376953
8,5000.0,0.004159450531005859,0.004979133605957031,0.004239797592163086,0.006230354309082031,0.00431060791015625,0.018932104110717773
9,10000.0,0.007703304290771484,0.010724067687988281,0.008324384689331055,0.0154266357421875,0.007714509963989258,0.04168105125427246
10,20000.0,0.017014503479003906,0.019504547119140625,0.01677703857421875,0.04476785659790039,0.01812434196472168,0.0952143669128418
11,50000.0,0.05065178871154785,0.05258893966674805,0.04804086685180664,0.1290574073791504,0.04413866996765137,0.26618266105651855
12,100000.0,0.10336017608642578,0.10662221908569336,0.0932614803314209,0.4598386287689209,0.09930992126464844,0.6192753314971924
13,200000.0,0.1834239959716797,0.21158862113952637,0.1820378303527832,1.736027717590332,0.1878352165222168,1.3489742279052734
14,500000.0,0.4687991142272949,0.5530128479003906,0.493072509765625,8.826119422912598,0.5531277656555176,4.167362213134766
15,1000000.0,0.9436976909637451,1.115584373474121,1.0215487480163574,23.304386854171753,1.2520899772644043,9.00200080871582
