,num_points,final_2D--non_robust),final_2D_robust--no_static_filters),final_2D_robust--with_static_filters),triangle--incremental,triangle--dnc,qhull
0,10.0,2.384185791015625e-07,2.384185791015625e-07,0.00015926361083984375,8.7738037109375e-05,4.00543212890625e-05,0.18968629837036133
1,20.0,4.76837158203125e-07,7.152557373046875e-07,0.00038909912109375,0.0001876354217529297,0.0001709461212158203,0.0004506111145019531
2,50.0,7.152557373046875e-07,4.76837158203125e-07,0.0004181861877441406,0.0002989768981933594,0.0002384185791015625,0.0008597373962402344
3,100.0,7.152557373046875e-07,4.76837158203125e-07,0.0003180503845214844,0.00017547607421875,0.00014495849609375,0.0005271434783935547
4,200.0,2.384185791015625e-07,2.384185791015625e-07,0.0003523826599121094,0.0002703666687011719,0.00023508071899414062,0.0009016990661621094
5,500.0,0.0,2.384185791015625e-07,0.0006825923919677734,0.0006434917449951172,0.00052642822265625,0.002162456512451172
6,1000.0,2.384185791015625e-07,2.384185791015625e-07,0.0013246536254882812,0.0013308525085449219,0.0011093616485595703,0.004365444183349609
7,2000.0,4.76837158203125e-07,2.384185791015625e-07,0.002313375473022461,0.0025222301483154297,0.0017168521881103516,0.008704900741577148
8,5000.0,0.0,2.384185791015625e-07,0.00463557243347168,0.006596565246582031,0.003743410110473633,0.018848419189453125
9,10000.0,2.384185791015625e-07,2.384185791015625e-07,0.00836491584777832,0.015217304229736328,0.007989645004272461,0.037392377853393555
10,20000.0,0.0,2.384185791015625e-07,0.016559123992919922,0.04131364822387695,0.015092134475708008,0.08741641044616699
11,50000.0,2.384185791015625e-07,2.384185791015625e-07,0.04958295822143555,0.13399553298950195,0.0410916805267334,0.27210450172424316
12,100000.0,2.384185791015625e-07,2.384185791015625e-07,0.10080623626708984,0.5062351226806641,0.08908820152282715,0.6081719398498535
13,200000.0,2.384185791015625e-07,0.0,0.18898367881774902,1.8520524501800537,0.1971890926361084,1.3522100448608398
14,500000.0,4.76837158203125e-07,2.384185791015625e-07,0.5003788471221924,8.357898473739624,0.5465998649597168,4.013573408126831
15,1000000.0,2.384185791015625e-07,2.384185791015625e-07,1.0240440368652344,23.191534757614136,1.2459876537322998,9.181816816329956
16,2000000.0,2.384185791015625e-07,2.384185791015625e-07,2.1722517013549805,64.31987166404724,2.7809364795684814,25.85711646080017
17,5000000.0,4.76837158203125e-07,0.0,5.4886627197265625,222.3886923789978,8.00094747543335,68.43446564674377
18,10000000.0,2.384185791015625e-07,2.384185791015625e-07,11.201278924942017,590.7917838096619,18.421846628189087,150.867360830307
